product_id,product_category,sub_type,model_name,capacity_tons,capacity_liters,capacity_kg,capacity_place_settings,technology,feature_1,energy_rating_stars,color,price_inr,manufacturing_date,warranty_years,customer_rating,city,platform,discount_offered,availability,warranty_duration_months,review_sentiment,return_status,complaint_text,resolved_status,review_date,reviewer_location,product_name,username
90,Air Cooler,Personal,Trendy,NULL,18,NULL,NULL,Honeycomb Pads,Compact Design,NULL,White,5000,2023-05-19,1,3.6,Mahbubnagar,Croma,10,Out of Stock,12,Negative,Faulty motor,Pending,2023-06-23,Mahbubnagar,Havells Trendy 18L Personal Air Cooler,user674,
91,Geyser,Storage,Orizzonte,NULL,15,NULL,NULL,Digital Display,Smart Mode,5,White,12000,2023-03-11,2,4.7,Srikakulam,Flipkart,12,In Stock,24,Positive,No,NULL,Resolved,2023-04-15,Srikakulam,Havells Orizzonte 15 L Storage Water Heater,user785
92,Kitchen Appliances,Pop-up Toaster,Crisp Plus,NULL,NULL,NULL,NULL,7 heat settings,Reheat function,NULL,White,1800,2023-02-02,1,4,Kadapa,Amazon,10,In Stock,12,Positive,No,NULL,Resolved,2023-03-09,Kadapa,Havells Crisp Plus 700-Watt Pop-up Toaster,user896
93,Fans,Ceiling Fan,Andria,NULL,NULL,NULL,NULL,Dust Resistant,Wider Tip Blades,5,Espresso Brown,4500,2023-01-31,2,4.3,Chittoor,Havells Store,5,In Stock,24,Positive,No,NULL,Resolved,2023-03-07,Chittoor,Havells Andria 1200mm Ceiling Fan,user997
94,Air Conditioner,Split AC,Lloyd GLS18I5FWGEX,1.5,NULL,NULL,NULL,Inverter,100% Copper,5,White,50000,2023-05-11,1,4.5,Hindupur,Reliance Digital,15,In Stock,12,Positive,No,NULL,Resolved,2023-06-15,Hindupur,Lloyd 1.5 Ton 5 Star Inverter Split AC,user120
95,Washing Machine,Front Load,Lloyd LWMF100,NULL,NULL,10,NULL,Inverter Motor,Refresh Cycle,5,Silver,40000,2023-04-14,2,4.5,Eluru,Amazon,12,In Stock,24,Positive,No,NULL,Resolved,2023-05-19,Eluru,Lloyd 10 kg 5 Star Inverter Fully-Automatic Front Loading Washing Machine,user231
96,Refrigerator,Double Door,Lloyd GLFF412ADST2EB,NULL,412,NULL,NULL,Frost Free,Convertible,2,Steel,40000,2023-03-07,1,4.2,Ongole,Flipkart,10,In Stock,12,Positive,No,NULL,Resolved,2023-04-11,Ongole,Lloyd 412 L 2 Star Frost Free Double Door Refrigerator,user342
97,Water Purifier,UV,Aquas,NULL,7,NULL,NULL,UV+UF,5 Stage Purification,NULL,White,8500,2023-02-17,1,4.2,Tenali,Tata Cliq,10,In Stock,12,Positive,No,NULL,Resolved,2023-03-24,Tenali,Havells Aquas 7-litres UV+UF Water Purifier,user453
98,Fans,Wall Fan,Sprint,NULL,NULL,NULL,NULL,NULL,Aerodynamic PP Blades,NULL,White,1900,2023-06-02,2,4,Bhimavaram,Amazon,8,In Stock,24,Positive,No,NULL,Resolved,2023-07-07,Bhimavaram,Havells Sprint 400mm Wall Fan,user564
99,Air Cooler,Desert,Tornado,NULL,75,NULL,NULL,Honeycomb Pads,Fully Collapsible Louvers,NULL,White,11000,2023-05-12,1,3.8,Madanapalle,Croma,10,In Stock,12,Neutral,No,NULL,Resolved,2023-06-16,Madanapalle,Havells Tornado 75L Desert Air Cooler,user675
100,Geyser,Instant,Bijlee,NULL,1,NULL,NULL,NULL,ISI Marked,NULL,White,2800,2023-03-05,2,4.3,Adoni,Flipkart,12,In Stock,24,Positive,No,NULL,Resolved,2023-04-09,Adoni,Havells Bijlee 1 L Instant Water Heater,user786
101,Fans,Ceiling Fan,Ambrose,NULL,NULL,NULL,NULL,BLDC Motor,Remote Control,5,Brown,3600,2023-05-13,2,3.5,Mumbai,Amazon,10,In Stock,24,Negative,Fan making noise,Resolved,2023-06-16,Mumbai,Havells Ambrose 1200mm Ceiling Fan,user124,
102,Air Conditioner,Split AC,Lloyd GLS18I5FWBEV,1.5,NULL,NULL,NULL,Inverter,5 in 1 Convertible,5,White,44500,2023-04-21,1,2.8,Delhi,Flipkart,15,In Stock,12,Negative,Cooling not effective,Pending,2023-05-26,Delhi,Lloyd 1.5 Ton 5 Star Inverter Split AC,user457,
103,Washing Machine,Top Load,Lloyd LWMT75,NULL,NULL,7.5,NULL,5D Wash,In-built Heater,5,Grey,17500,2023-03-11,2,3.2,Bangalore,Reliance Digital,5,In Stock,24,Negative,Water leakage from bottom,Resolved,2023-04-13,Bangalore,Lloyd 7.5 kg 5 Star Fully-Automatic Top Load Washing Machine,user790,
104,Refrigerator,Single Door,Lloyd GLDF205SBBT2EB,NULL,195,NULL,NULL,Direct Cool,Base stand with drawer,5,Blue,15800,2023-02-16,1,4.8,Chennai,Tata Cliq,12,In Stock,12,Positive,No,NULL,Resolved,2023-03-21,Chennai,Lloyd 195 L 5 Star Inverter Direct Cool Single Door Refrigerator,user102
105,Water Purifier,RO,Max,NULL,7,NULL,NULL,RO+UV,Mineralz,NULL,Black,11900,2023-01-26,1,4.9,Hyderabad,Amazon,10,In Stock,12,Positive,No,NULL,Resolved,2023-03-01,Hyderabad,Havells Max 7-litres RO+UV Water Purifier,user203
106,Fans,Exhaust Fan,Ventilair DX,NULL,NULL,NULL,NULL,NULL,Low Noise,NULL,White,1450,2023-06-02,1,4.2,Kolkata,Flipkart,8,In Stock,12,Positive,No,NULL,Resolved,2023-07-06,Kolkata,Havells Ventilair DX 200mm Exhaust Fan,user304
107,Air Cooler,Personal,Fria,NULL,25,NULL,NULL,Honeycomb Pads,Ice Chamber,NULL,White,5900,2023-05-19,1,3.5,Pune,Croma,10,In Stock,12,Negative,Water pump not working,Resolved,2023-06-23,Pune,Havells Fria 25L Personal Air Cooler,user405,
108,Dishwasher,NULL,Lloyd Puro Hygiene+,NULL,NULL,NULL,14,NULL,Half Load,NULL,Silver,34500,2023-04-06,2,4.5,Ahmedabad,Vijay Sales,15,In Stock,24,Positive,No,NULL,Resolved,2023-05-11,Ahmedabad,Lloyd Puro Hygiene+ 14 Place Settings Dishwasher,user506
109,Geyser,Storage,Adonia R,NULL,25,NULL,NULL,Color changing LED,Feather Touch,5,White,12800,2023-03-23,2,4.8,Jaipur,Amazon,12,In Stock,24,Positive,No,NULL,Resolved,2023-04-27,Jaipur,Havells Adonia R 25 L Storage Water Heater,user607
110,Kitchen Appliances,Mixer Grinder,Silencio,NULL,NULL,NULL,NULL,Digital Display,Hands-free operation,NULL,Black,7900,2023-02-09,2,4.3,Lucknow,Flipkart,10,In Stock,24,Positive,No,NULL,Resolved,2023-03-16,Lucknow,Havells Silencio 750W Mixer Grinder,user708
111,Fans,Pedestal Fan,V3,NULL,NULL,NULL,NULL,Jerk-free Oscillation,Aerodynamic Blades,NULL,White,2450,2023-06-11,2,4.4,Chandigarh,Havells Store,5,In Stock,24,Positive,No,NULL,Resolved,2023-07-16,Chandigarh,Havells V3 400mm Pedestal Fan,user809
112,Air Conditioner,Window AC,Lloyd GLW18B32WADS,1.5,NULL,NULL,NULL,NULL,Auto Restart,3,White,31500,2023-05-26,1,3.9,Surat,Reliance Digital,10,In Stock,12,Neutral,No,NULL,Resolved,2023-07-01,Surat,Lloyd 1.5 Ton 3 Star Window AC,user910
113,Washing Machine,Front Load,Lloyd LWMF80,NULL,NULL,8,NULL,Inverter Motor,Steam Wash,5,Silver,29500,2023-04-16,2,4.6,Indore,Amazon,15,In Stock,24,Positive,No,NULL,Resolved,2023-05-21,Indore,Lloyd 8 kg 5 Star Inverter Fully-Automatic Front Loading Washing Machine,user112
114,Refrigerator,Double Door,Lloyd GLFF282EDST1EB,NULL,282,NULL,NULL,Frost Free,Twist Ice Maker,2,Steel,24800,2023-03-06,1,4.2,Nagpur,Flipkart,12,In Stock,12,Positive,No,NULL,Resolved,2023-04-11,Nagpur,Lloyd 282 L 2 Star Frost Free Double Door Refrigerator,user223
115,Water Purifier,UV,Pro,NULL,8,NULL,NULL,UV+UF,iProtect,NULL,White,8900,2023-02-21,1,4.5,Coimbatore,Tata Cliq,10,In Stock,12,Positive,No,NULL,Resolved,2023-03-26,Coimbatore,Havells Pro 8-litres UV+UF Water Purifier,user334
116,Fans,Wall Fan,Swing,NULL,NULL,NULL,NULL,NULL,Remote Control,NULL,White,1950,2023-06-19,2,4.3,Bhopal,Amazon,8,In Stock,24,Positive,No,NULL,Resolved,2023-07-23,Bhopal,Havells Swing 400mm Wall Fan,user445
117,Air Cooler,Desert,Brina,NULL,50,NULL,NULL,Honeycomb Pads,Auto Fill,NULL,White,7900,2023-05-03,1,3.7,Ludhiana,Croma,10,In Stock,12,Neutral,No,NULL,Resolved,2023-06-07,Ludhiana,Havells Brina 50L Desert Air Cooler,user556
118,Dishwasher,NULL,Lloyd Puro Hygiene+ Mini,NULL,NULL,NULL,8,NULL,Compact,NULL,White,19800,2023-04-29,2,4.7,Visakhapatnam,Vijay Sales,15,In Stock,24,Positive,No,NULL,Resolved,2023-06-03,Visakhapatnam,Lloyd Puro Hygiene+ Mini 8 Place Settings Dishwasher,user667
119,Geyser,Instant,Instanio,NULL,3,NULL,NULL,Color changing LED,Fire-retardant cable,NULL,White,3450,2023-03-13,2,4.6,Patna,Flipkart,12,In Stock,24,Positive,No,NULL,Resolved,2023-04-17,Patna,Havells Instanio 3 L Instant Water Heater,user778
120,Kitchen Appliances,Induction Cooktop,Insta Cook,NULL,NULL,NULL,NULL,Soft-touch buttons,Auto-pan detection,NULL,Black,2950,2023-02-26,1,4.4,Agra,Amazon,10,In Stock,12,Positive,No,NULL,Resolved,2023-04-02,Agra,Havells Insta Cook PT 1600-Watt Induction Cooktop,user889
121,Fans,Ceiling Fan,Trinity,NULL,NULL,NULL,NULL,BLDC Motor,Underlight,5,Bronze,6900,2023-01-16,2,4.7,Kanpur,Havells Store,5,In Stock,24,Positive,No,NULL,Resolved,2023-02-21,Kanpur,Havells Trinity 1200mm Underlight Ceiling Fan,user990
122,Air Conditioner,Split AC,Lloyd GLS24I3FWSEL,2,NULL,NULL,NULL,Inverter,Wi-fi Enabled,3,White,54500,2023-05-09,1,4,Varanasi,Reliance Digital,10,In Stock,12,Positive,No,NULL,Resolved,2023-06-13,Varanasi,Lloyd 2 Ton 3 Star Inverter Split AC,user113
123,Washing Machine,Semi-Automatic,Lloyd LWMS72,NULL,NULL,7.2,NULL,3 Wash Program,Castor Wheels,5,Maroon,9800,2023-04-23,2,3.8,Ghaziabad,Amazon,8,In Stock,24,Neutral,No,NULL,Resolved,2023-05-28,Ghaziabad,Lloyd 7.2 kg Semi-Automatic Top Loading Washing Machine,user224
124,Refrigerator,Side-by-Side,Lloyd GLSF590DGLT1EB,NULL,590,NULL,NULL,Inverter,Super Freeze,NULL,Glass,74500,2023-03-19,1,4.6,Faridabad,Flipkart,20,In Stock,12,Positive,No,NULL,Resolved,2023-04-23,Faridabad,Lloyd 590 L Frost Free Side-by-Side Refrigerator,user335
125,Water Purifier,Alkaline,Gracia,NULL,6.5,NULL,NULL,Alkaline,Hot & Cold,NULL,Black,24800,2023-02-02,1,4.8,Meerut,Tata Cliq,15,In Stock,12,Positive,No,NULL,Resolved,2023-03-09,Meerut,Havells Gracia 6.5-litres Alkaline Water Purifier,user446
126,Fans,Table Fan,Cresent,NULL,NULL,NULL,NULL,NULL,High Air Delivery,NULL,White,1750,2023-06-26,2,4.1,Rajkot,Amazon,5,In Stock,24,Positive,No,NULL,Resolved,2023-07-31,Rajkot,Havells Cresent 400mm Table Fan,user557
127,Air Cooler,Tower,Celia,NULL,35,NULL,NULL,Honeycomb Pads,Low Noise,NULL,White,7400,2023-05-12,1,4.1,Jabalpur,Croma,10,In Stock,12,Positive,No,NULL,Resolved,2023-06-16,Jabalpur,Havells Celia 35L Tower Air Cooler,user668
128,Geyser,Gas,Flagro,NULL,6,NULL,NULL,NULL,Overheating Protection,NULL,White,4900,2023-03-29,2,4.3,Jamshedpur,Flipkart,10,In Stock,24,Positive,No,NULL,Resolved,2023-05-03,Jamshedpur,Havells Flagro 6 L Gas Water Heater,user779
129,Kitchen Appliances,Electric Kettle,Aqua Plus,NULL,1.2,NULL,NULL,Double wall,Cool touch body,NULL,Blue,1450,2023-02-13,1,4.5,Asansol,Amazon,8,In Stock,12,Positive,No,NULL,Resolved,2023-03-20,Asansol,Havells Aqua Plus 1.2 litre Electric Kettle,user890
130,Fans,Ceiling Fan,Momenta,NULL,NULL,NULL,NULL,BLDC Motor,Remote Control,5,Brown,3900,2023-01-23,2,4.4,Dhanbad,Havells Store,5,In Stock,24,Positive,No,NULL,Resolved,2023-02-27,Dhanbad,Havells Momenta 1200mm Ceiling Fan,user991
131,Air Conditioner,Split AC,Lloyd GLS12I3FWSV,1,NULL,NULL,NULL,Inverter,Anti-Viral Filter,3,White,34500,2023-05-31,1,4.3,Allahabad,Reliance Digital,12,In Stock,12,Positive,No,NULL,Resolved,2023-07-05,Allahabad,Lloyd 1 Ton 3 Star Inverter Split AC,user114
132,Washing Machine,Top Load,Lloyd LWMT80,NULL,NULL,8,NULL,6D Wash,Near Zero Pressure,5,Black,19800,2023-04-09,2,4.2,Amritsar,Amazon,10,In Stock,24,Positive,No,NULL,Resolved,2023-05-14,Amritsar,Lloyd 8 kg 5 Star Fully-Automatic Top Load Washing Machine,user225
133,Refrigerator,Single Door,Lloyd GLDF195SBBT2EB,NULL,188,NULL,NULL,Direct Cool,Toughened Glass Shelves,5,Red,14800,2023-03-02,1,4.3,Vijayawada,Flipkart,10,In Stock,12,Positive,No,NULL,Resolved,2023-04-06,Vijayawada,Lloyd 188 L 5 Star Direct Cool Single Door Refrigerator,user336
134,Water Purifier,RO,Digitouch,NULL,6,NULL,NULL,RO+UV+Alkaline,Touch Panel,NULL,Champagne,27800,2023-02-19,1,4.9,Srinagar,Tata Cliq,15,In Stock,12,Positive,No,NULL,Resolved,2023-03-26,Srinagar,Havells Digitouch 6-litres RO+UV+Alkaline Water Purifier,user447
135,Fans,Exhaust Fan,Ventilair DXW,NULL,NULL,NULL,NULL,NULL,Automatic Shutter,NULL,White,1750,2023-06-06,1,4.4,Aurangabad,Amazon,8,In Stock,12,Positive,No,NULL,Resolved,2023-07-11,Aurangabad,Havells Ventilair DXW-A 250mm Exhaust Fan,user558
136,Air Cooler,Personal,Tusker,NULL,18,NULL,NULL,Honeycomb Pads,Ice Compartment,NULL,Grey,5400,2023-05-23,1,3.8,Solapur,Croma,10,In Stock,12,Neutral,No,NULL,Resolved,2023-06-27,Solapur,Havells Tusker 18L Personal Air Cooler,user669
137,Geyser,Storage,Magnatron,NULL,15,NULL,NULL,Glassline Inner Container,Whirlflow Technology,5,White,9800,2023-03-16,2,4.7,Ranchi,Flipkart,12,In Stock,24,Positive,No,NULL,Resolved,2023-04-20,Ranchi,Havells Magnatron 15 L Storage Water Heater,user780
138,Kitchen Appliances,Juicer Mixer Grinder,Nutri Art,NULL,NULL,NULL,NULL,2-in-1 Juicing & Blending,Pulp container,NULL,Black,5900,2023-03-01,2,4.2,Jodhpur,Amazon,10,In Stock,24,Positive,No,NULL,Resolved,2023-04-05,Jodhpur,Havells Nutri Art 200W Juicer Mixer Grinder,user891
139,Fans,Ceiling Fan,Stealth Air,NULL,NULL,NULL,NULL,Aerodynamic Profile Blades,Dust Resistant,5,Pearl White,4900,2023-01-06,2,4.5,Guwahati,Havells Store,5,In Stock,24,Positive,No,NULL,Resolved,2023-02-11,Guwahati,Havells Stealth Air 1200mm Ceiling Fan,user992
140,Air Conditioner,Split AC,Lloyd GLS18I3FWAMC,1.5,NULL,NULL,NULL,Inverter,Cools at 52°C,3,White,39500,2023-05-16,1,4.1,Gwalior,Reliance Digital,15,In Stock,12,Positive,No,NULL,Resolved,2023-06-20,Gwalior,Lloyd 1.5 Ton 3 Star Inverter Split AC,user115
141,Washing Machine,Front Load,Lloyd LWMF70,NULL,NULL,7,NULL,Inverter Motor,Eco Wash,5,White,27500,2023-04-02,2,4.4,Madurai,Amazon,12,In Stock,24,Positive,No,NULL,Resolved,2023-05-07,Madurai,Lloyd 7 kg 5 Star Inverter Fully-Automatic Front Loading Washing Machine,user226
142,Refrigerator,Double Door,Lloyd GLFF312ADST2EB,NULL,312,NULL,NULL,Frost Free,Movable Ice Tray,2,Steel,27800,2023-03-26,1,4.1,Hubli,Flipkart,10,In Stock,12,Positive,No,NULL,Resolved,2023-04-30,Hubli,Lloyd 312 L 2 Star Frost Free Double Door Refrigerator,user337
143,Water Purifier,UV,Delite,NULL,6.5,NULL,NULL,UV+UF,Revitalizer,NULL,Sea Green,9800,2023-02-12,1,4.6,Salem,Tata Cliq,10,In Stock,12,Positive,No,NULL,Resolved,2023-03-19,Salem,Havells Delite 6.5-litres UV+UF Water Purifier,user448
144,Fans,Wall Fan,Swing LX,NULL,NULL,NULL,NULL,NULL,Jerk Free Oscillation,NULL,White,2150,2023-06-23,2,4.2,Tiruchirappalli,Amazon,8,In Stock,24,Positive,No,NULL,Resolved,2023-07-28,Tiruchirappalli,Havells Swing LX 400mm Wall Fan,user559
145,Air Cooler,Desert,Koolaire,NULL,51,NULL,NULL,Honeycomb Pads,Powerful Air Delivery,NULL,Grey,8900,2023-05-06,1,4,Bhubaneswar,Croma,10,In Stock,12,Positive,No,NULL,Resolved,2023-06-10,Bhubaneswar,Havells Koolaire 51L Desert Air Cooler,user670
146,Geyser,Instant,Opal,NULL,1,NULL,NULL,NULL,Shock Safe Plug,NULL,White,2950,2023-03-09,2,4.5,Dehradun,Flipkart,12,In Stock,24,Positive,No,NULL,Resolved,2023-04-13,Dehradun,Havells Opal 1 L Instant Water Heater,user781
147,Kitchen Appliances,Sandwich Maker,Toastino,NULL,NULL,NULL,NULL,Non-stick plates,Hinged lock,NULL,Black,1150,2023-02-23,1,4.3,Mysore,Amazon,10,In Stock,12,Positive,No,NULL,Resolved,2023-03-30,Mysore,Havells Toastino 4-Slice Sandwich Maker,user892
148,Fans,Ceiling Fan,Leganza,NULL,NULL,NULL,NULL,4 Blade,Exotic Blade Trims,NULL,Bronze-Gold,5900,2023-01-19,2,4.6,Thiruvananthapuram,Havells Store,5,In Stock,24,Positive,No,NULL,Resolved,2023-02-23,Thiruvananthapuram,Havells Leganza 1200mm Ceiling Fan,user993
149,Air Conditioner,Split AC,Lloyd GLS18I5FWGAV,1.5,NULL,NULL,NULL,Inverter,Green Bio Filter,5,White,47500,2023-05-02,1,4.4,Kochi,Reliance Digital,15,In Stock,12,Positive,No,NULL,Resolved,2023-06-06,Kochi,Lloyd 1.5 Ton 5 Star Inverter Split AC,user116
150,Washing Machine,Semi-Automatic,Lloyd LWMS80,NULL,NULL,8,NULL,4 Wash Program,Buzzer,5,Blue,10800,2023-04-19,2,3.9,Udaipur,Amazon,8,In Stock,24,Neutral,No,NULL,Resolved,2023-05-24,Udaipur,Lloyd 8 kg Semi-Automatic Top Loading Washing Machine,user227
151,Refrigerator,Side-by-Side,Lloyd GLSF600DGLT1EB,NULL,600,NULL,NULL,Inverter,Holiday Mode,NULL,Glass,79500,2023-03-12,1,4.7,Jalandhar,Flipkart,20,In Stock,12,Positive,No,NULL,Resolved,2023-04-16,Jalandhar,Lloyd 600 L Frost Free Side-by-Side Refrigerator,user338
152,Water Purifier,Alkaline,Fab,NULL,7,NULL,NULL,Alkaline,i-Protect Purification,NULL,White,14800,2023-02-05,1,4.7,Warangal,Tata Cliq,15,In Stock,12,Positive,No,NULL,Resolved,2023-03-12,Warangal,Havells Fab 7-litres Alkaline Water Purifier,user449
153,Fans,Table Fan,Velocity,NULL,NULL,NULL,NULL,NULL,Aerodynamically designed blades,NULL,Blue,1950,2023-06-29,2,4.3,Guntur,Amazon,5,In Stock,24,Positive,No,NULL,Resolved,2023-08-03,Guntur,Havells Velocity 400mm Table Fan,user560
154,Air Cooler,Tower,Momenta,NULL,36,NULL,NULL,Honeycomb Pads,Remote Control,NULL,White,9400,2023-05-29,1,4.2,Noida,Croma,10,In Stock,12,Positive,No,NULL,Resolved,2023-07-03,Noida,Havells Momenta 36L Tower Air Cooler,user671
155,Geyser,Gas,Proton,NULL,6,NULL,NULL,NULL,Child Lock,NULL,White,5400,2023-03-03,2,4.4,Gurgaon,Flipkart,10,In Stock,24,Positive,No,NULL,Resolved,2023-04-07,Gurgaon,Havells Proton 6 L Gas Water Heater,user782
156,Kitchen Appliances,Air Fryer,ProLife Digi,NULL,4,NULL,NULL,Air Filtration System,Auto Shut-off,NULL,Black,8900,2023-02-16,2,4.6,Bhavnagar,Amazon,10,In Stock,24,Positive,No,NULL,Resolved,2023-03-23,Bhavnagar,Havells ProLife Digi 1230-Watt Air Fryer,user893
157,Fans,Ceiling Fan,Amelia,NULL,NULL,NULL,NULL,BLDC Motor,Smart Mode,5,Ivory,6400,2023-01-29,2,4.8,Jamnagar,Havells Store,5,In Stock,24,Positive,No,NULL,Resolved,2023-03-05,Jamnagar,Havells Amelia 1200mm Ceiling Fan,user994
158,Air Conditioner,Split AC,Lloyd GLS12I5FWGEV,1,NULL,NULL,NULL,Inverter,Golden Eva Coils,5,White,39500,2023-05-21,1,4.5,Cuttack,Reliance Digital,12,In Stock,12,Positive,No,NULL,Resolved,2023-06-25,Cuttack,Lloyd 1 Ton 5 Star Inverter Split AC,user117
159,Washing Machine,Top Load,Lloyd LWMT70,NULL,NULL,7,NULL,5D Wash,Fuzzy Logic,5,Grey,16800,2023-04-26,2,4.1,Bikaner,Amazon,10,In Stock,24,Positive,No,NULL,Resolved,2023-05-31,Bikaner,Lloyd 7 kg 5 Star Fully-Automatic Top Load Washing Machine,user228
160,Refrigerator,Single Door,Lloyd GLDF215SBBT2EB,NULL,215,NULL,NULL,Direct Cool,Stabilizer Free Operation,5,Maroon,16800,2023-03-23,1,4.4,Aligarh,Flipkart,10,In Stock,12,Positive,No,NULL,Resolved,2023-04-27,Aligarh,Lloyd 215 L 5 Star Direct Cool Single Door Refrigerator,user339
161,Water Purifier,RO,Zinger,NULL,6.5,NULL,NULL,RO+UV,Mineral Corrector,NULL,Silver,17800,2023-02-22,1,4.6,Kolhapur,Tata Cliq,10,In Stock,12,Positive,No,NULL,Resolved,2023-03-29,Kolhapur,Havells Zinger 6.5-litres RO+UV Water Purifier,user450
162,Fans,Exhaust Fan,Ventilair DSP,NULL,NULL,NULL,NULL,NULL,Powder Coated Finish,NULL,Grey,1950,2023-06-13,1,4.1,Siliguri,Amazon,8,In Stock,12,Positive,No,NULL,Resolved,2023-07-18,Siliguri,Havells Ventilair DSP 230mm Exhaust Fan,user561
163,Air Cooler,Personal,Cielo,NULL,22,NULL,NULL,Honeycomb Pads,Thermal Overload Protection,NULL,White,6400,2023-05-17,1,3.9,Ujjain,Croma,10,In Stock,12,Neutral,No,NULL,Resolved,2023-06-21,Ujjain,Havells Cielo 22L Personal Air Cooler,user672
164,Geyser,Storage,Puro Plus,NULL,25,NULL,NULL,Incoloy Glass Coated Heating Element,Adjustable Knob,5,Ivory,10800,2023-03-20,2,4.5,Jhansi,Flipkart,12,In Stock,24,Positive,No,NULL,Resolved,2023-04-24,Jhansi,Havells Puro Plus 25 L Storage Water Heater,user783
165,Kitchen Appliances,Oven Toaster Griller (OTG),Premia,NULL,24,NULL,NULL,6-element design,Motorized rotisserie,NULL,Black,6900,2023-02-08,1,4.4,Nellore,Amazon,10,In Stock,12,Positive,No,NULL,Resolved,2023-03-15,Nellore,Havells Premia 24-Litre Oven Toaster Griller,user894
166,Fans,Ceiling Fan,Efficiencia Neo,NULL,NULL,NULL,NULL,BLDC Motor,Energy Saving,5,Brown,3100,2023-01-12,2,4.3,Erode,Havells Store,5,In Stock,24,Positive,No,NULL,Resolved,2023-02-16,Erode,Havells Efficiencia Neo 1200mm Ceiling Fan,user995
167,Air Conditioner,Split AC,Lloyd GLS24I5FWGAV,2,NULL,NULL,NULL,Inverter,4-way Swing,5,White,59500,2023-05-05,1,4.3,Belgaum,Reliance Digital,15,In Stock,12,Positive,No,NULL,Resolved,2023-06-09,Belgaum,Lloyd 2 Ton 5 Star Inverter Split AC,user118
168,Washing Machine,Front Load,Lloyd LWMF90,NULL,NULL,9,NULL,Inverter Motor,Allergy Safe,5,Graphite,34500,2023-04-12,2,4.5,Mangalore,Amazon,12,In Stock,24,Positive,No,NULL,Resolved,2023-05-17,Mangalore,Lloyd 9 kg 5 Star Inverter Fully-Automatic Front Loading Washing Machine,user229
169,Refrigerator,Double Door,Lloyd GLFF342ADST2EB,NULL,342,NULL,NULL,Frost Free,Deodorizer,2,Steel,31800,2023-03-05,1,4.2,Tirunelveli,Flipkart,10,In Stock,12,Positive,No,NULL,Resolved,2023-04-09,Tirunelveli,Lloyd 342 L 2 Star Frost Free Double Door Refrigerator,user340
170,Water Purifier,UV,Active,NULL,5,NULL,NULL,UV,Dual-layer protection,NULL,White,7900,2023-02-28,1,4.4,Malappuram,Tata Cliq,10,In Stock,12,Positive,No,NULL,Resolved,2023-04-04,Malappuram,Havells Active 5-litres UV Water Purifier,user451
171,Fans,Wall Fan,Hi-Speed,NULL,NULL,NULL,NULL,NULL,High Speed Motor,NULL,Black,2450,2023-06-16,2,4.4,Thrissur,Amazon,8,In Stock,24,Positive,No,NULL,Resolved,2023-07-21,Thrissur,Havells Hi-Speed 400mm Wall Fan,user562
172,Air Cooler,Desert,Superb,NULL,65,NULL,NULL,Honeycomb Pads,3-Side Cooling,NULL,White,9900,2023-05-10,1,3.8,Kollam,Croma,10,In Stock,12,Neutral,No,NULL,Resolved,2023-06-14,Kollam,Havells Superb 65L Desert Air Cooler,user673
173,Geyser,Instant,Carlo,NULL,3,NULL,NULL,NULL,Stainless Steel Tank,NULL,White,3950,2023-03-27,2,4.6,Palakkad,Flipkart,12,In Stock,24,Positive,No,NULL,Resolved,2023-05-01,Palakkad,Havells Carlo 3 L Instant Water Heater,user784
174,Kitchen Appliances,Blender,Power Blend,NULL,1.5,NULL,NULL,3-speed control,Pulse function,NULL,Black,3950,2023-02-15,2,4.3,Kottayam,Amazon,10,In Stock,24,Positive,No,NULL,Resolved,2023-03-22,Kottayam,Havells Power Blend 1000W Blender,user895
175,Fans,Ceiling Fan,Florence,NULL,NULL,NULL,NULL,Underlight,Pull-cord operation,NULL,Antique Brass,7900,2023-01-26,2,4.7,Kannur,Havells Store,5,In Stock,24,Positive,No,NULL,Resolved,2023-03-02,Kannur,Havells Florence 1200mm Underlight Ceiling Fan,user996
176,Air Conditioner,Split AC,Lloyd GLS18I3FWGEV,1.5,NULL,NULL,NULL,Inverter,PM 2.5 Filter,3,White,41500,2023-05-26,1,4.2,Kozhikode,Reliance Digital,15,In Stock,12,Positive,No,NULL,Resolved,2023-06-30,Kozhikode,Lloyd 1.5 Ton 3 Star Inverter Split AC,user119
177,Washing Machine,Semi-Automatic,Lloyd LWMS90,NULL,NULL,9,NULL,5 Wash Program,Magic Filter,5,Red,11800,2023-04-05,2,3.8,Alappuzha,Amazon,8,In Stock,24,Neutral,No,NULL,Resolved,2023-05-10,Alappuzha,Lloyd 9 kg Semi-Automatic Top Loading Washing Machine,user230
178,Refrigerator,Side-by-Side,Lloyd GLSF580DGLT1EB,NULL,580,NULL,NULL,Inverter,Water & Ice Dispenser,NULL,Glass,89500,2023-03-30,1,4.8,Nagercoil,Flipkart,20,In Stock,12,Positive,No,NULL,Resolved,2023-05-04,Nagercoil,Lloyd 580 L Frost Free Side-by-Side Refrigerator,user341
179,Water Purifier,Alkaline,Delite DX,NULL,6.5,NULL,NULL,Alkaline+RO+UV,Triple Protection,NULL,Sea Green,18800,2023-02-10,1,4.7,Thoothukudi,Tata Cliq,15,In Stock,12,Positive,No,NULL,Resolved,2023-03-17,Thoothukudi,Havells Delite DX 6.5-litres Alkaline Water Purifier,user452
